2026-04-04 07:03:58 [source.easyquotation] INFO: Easyquotation 初始化成功
2026-04-04 07:04:04 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 07:44:56 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 07:44:57 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 07:46:31 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 07:46:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 07:46:34 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 07:46:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 07:46:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 07:46:40 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 07:46:49 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 07:46:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 07:46:56 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 07:46:58 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 07:48:31 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 07:48:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 07:48:34 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 07:48:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 07:48:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 07:48:39 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 07:48:49 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 07:48:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 07:48:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 07:48:57 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 07:50:31 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 07:50:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 07:50:34 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 07:50:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 07:50:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 07:50:39 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 07:50:49 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 07:50:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 07:50:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 07:50:57 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 07:52:31 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 07:52:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 07:52:34 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 07:52:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 07:52:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 07:52:39 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 07:52:49 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 07:52:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 07:52:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 07:52:57 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 07:54:31 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 07:54:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 07:54:34 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 07:54:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 07:54:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 07:54:40 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 07:54:49 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 07:54:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 07:54:56 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 07:54:58 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 07:56:31 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 07:56:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 07:56:34 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 07:56:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 07:56:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 07:56:39 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 07:56:49 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 07:56:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 07:56:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 07:56:57 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 07:58:31 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 07:58:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 07:58:35 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 07:58:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 07:58:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 07:58:40 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 07:58:50 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 07:58:56 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 07:58:56 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 07:58:58 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 08:00:31 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 08:00:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 08:00:34 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 08:00:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 08:00:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 08:00:40 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 08:00:49 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 08:00:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 08:00:56 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 08:00:58 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 08:02:31 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 08:02:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 08:02:34 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 08:02:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 08:02:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 08:02:39 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 08:02:48 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 08:02:54 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 08:02:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 08:02:57 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:00:08 [source.easyquotation] INFO: Easyquotation 初始化成功
2026-04-04 10:14:26 [source.easyquotation] INFO: Easyquotation 初始化成功
2026-04-04 10:14:38 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:14:40 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:14:41 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:14:41 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:14:42 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:14:46 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:14:55 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:15:01 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:15:02 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:15:03 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:15:14 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:15:17 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:15:17 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:15:18 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:15:18 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:15:22 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:15:31 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:15:38 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:15:38 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:15:40 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:16:17 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:16:20 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:16:20 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:16:21 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:16:21 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:16:26 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:16:36 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:16:42 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:16:42 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:16:44 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:18:04 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:18:07 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:18:08 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:18:09 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:18:09 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:18:14 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:18:26 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:18:32 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:18:33 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:18:34 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:20:31 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:20:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:20:34 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:20:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:20:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:20:40 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:20:49 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:20:55 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:20:56 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:20:57 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:22:32 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:22:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:22:35 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:22:36 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:22:37 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:22:42 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:22:53 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:23:00 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:23:00 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:23:02 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:24:32 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:24:37 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:24:37 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:24:38 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:24:39 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:24:44 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:24:56 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:27:00 [source.easyquotation] INFO: Easyquotation 初始化成功
2026-04-04 10:27:13 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:27:16 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:27:16 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:27:17 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:27:17 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:27:22 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:27:31 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:27:37 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:27:38 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:27:39 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:28:59 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:29:02 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:29:03 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:29:04 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:29:05 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:29:10 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:29:21 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:29:27 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:29:27 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:29:29 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:30:46 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:30:51 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:30:52 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:30:52 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:30:53 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:30:57 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:31:00 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:31:02 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:31:03 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:31:03 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:31:04 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:31:10 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:31:17 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:31:25 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:31:26 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:31:27 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:31:29 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:31:37 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:31:38 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:31:40 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:32:44 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:32:47 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:32:48 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:32:48 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:32:49 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:32:54 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:33:10 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:33:17 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:33:18 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:33:20 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:34:39 [source.easyquotation] INFO: Easyquotation 初始化成功
2026-04-04 10:34:47 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:34:50 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:34:51 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:34:51 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:34:52 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:34:56 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:35:06 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:35:12 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:35:12 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:35:14 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:36:32 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:36:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:36:35 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:36:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:36:36 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:36:40 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:36:50 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:36:56 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:36:57 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:36:59 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:38:12 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:38:15 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:38:16 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:38:16 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:38:17 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:38:21 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:38:30 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:38:36 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:38:37 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:38:39 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:39:50 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:39:53 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:39:53 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:39:53 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:39:54 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:39:58 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:40:08 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:40:13 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:40:14 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:40:16 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:41:30 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:41:34 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:41:35 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:41:35 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:41:36 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:41:41 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:41:51 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:41:58 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:41:58 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:42:00 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:43:32 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
2026-04-04 10:43:36 [source.easyquotation] INFO: Easyquotation 港股日K: 09880.HK, 555 条
2026-04-04 10:43:36 [source.easyquotation] INFO: Easyquotation 港股日K: 01024.HK, 1269 条
2026-04-04 10:43:37 [source.easyquotation] INFO: Easyquotation 港股日K: 09992.HK, 1307 条
2026-04-04 10:43:37 [source.easyquotation] INFO: Easyquotation 港股日K: 09658.HK, 801 条
2026-04-04 10:43:43 [source.easyquotation] INFO: Easyquotation 港股日K: 03998.HK, 1500 条
2026-04-04 10:43:54 [source.easyquotation] INFO: Easyquotation 港股日K: 00700.HK, 1500 条
2026-04-04 10:44:01 [source.easyquotation] INFO: Easyquotation 港股日K: 01579.HK, 1500 条
2026-04-04 10:44:01 [source.easyquotation] INFO: Easyquotation 港股日K: 01810.HK, 1500 条
2026-04-04 10:44:03 [source.easyquotation] INFO: Easyquotation 港股日K: 06862.HK, 1500 条
2026-04-04 10:45:32 [source.easyquotation] INFO: Easyquotation 港股日K: 09988.HK, 1500 条
